borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score,ccr_rating,tlr_rating,sdlr_rating,ebit_coverage_ratio_rating,ebitda_coverage_ratio_rating,capex_adjusted_coverage_ratio_rating,AP_rating,AR_rating,inventory_days_rating,CCC_rating,debt_to_equity_rating,operating_cash_flow_coverage_rating,profit_margin_rating,liquidity_ratio_rating,credit_score_rating,Sum_Score,Is_Creditworthy
B00774,,,1.31606667,0.94596667,7.2982,7.63533333,7.0737,16.038,21.696,37.407,31.749,0.36263333,1.03853333,0.43276667,0.27733333,5478105.405,,646,0,2,3,3,2,3,1,1,1,1,2,1,3,0,1,24,Not Credit-worthy
B00775,,,0.65286667,0.53976667,10.75116667,11.1111,10.26596667,18.267,16.464,27.576,29.379,0.2348,1.1423,0.59886667,0.1375,40242154.11,,758,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00776,,2.101,1.21066667,0.83366667,6.74283333,3.75766667,6.2263,9.774,14.892,18.948,13.83,0.43926667,0.85876667,0.35653333,0.21066667,20848906.98,Past due,672,2,2,3,3,2,3,1,1,1,1,2,0,3,0,2,26,Credit-worthy
B00777,,,2.8083,2.23403333,4.8112,1.86853333,4.30333333,9.915,19.881,17.847,7.881,1.26376667,0.46723333,0.34443333,0.0869,2448009213,,728,0,2,2,3,1,3,1,1,1,1,1,0,3,0,2,21,Not Credit-worthy
B00778,,1.1967,1.86966667,1.40123333,5.61586667,5.92206667,5.2331,18.957,7.77,32.82,44.007,1.36973333,1.44836667,0.36416667,0.14456667,57193047.26,Paid,648,1,2,3,3,2,3,1,1,1,1,1,1,3,0,1,24,Not Credit-worthy
B00779,,0.3038,0.92166667,0.62456667,4.6513,4.84836667,4.20156667,16.782,12.984,11.886,15.684,0.483,1.55493333,0.48333333,0.17566667,50354607.15,Active,673,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00780,,0.906,1.19313333,0.9659,2.48643333,2.09663333,3.219,9.132,13.572,22.854,18.414,0.39606667,0.6134,0.4017,0.10945,1122874152,Active,753,0,2,3,2,1,3,1,1,1,1,2,0,3,0,3,23,Not Credit-worthy
B00781,,,1.2537,0.84196667,5.23823333,5.41923333,7.3852,17.994,12.003,13.32,19.311,0.36496667,0.81186667,0.5972,0.0565,49239087.82,,758,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00782,,1.6238,2.36573333,1.2578,8.63596667,9.03453333,8.3315,19.821,18.561,28.671,29.931,0.78243333,0.38186667,0.43286667,0.06096667,47815485.75,Paid,766,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00783,,,1.29663333,0.7146,2.49893333,2.62766667,2.38273333,18.384,17.322,22.896,23.958,0.40126667,4.17976667,0.39276667,0.84206667,72073271.81,Active,766,0,2,3,2,1,3,1,1,1,1,2,2,3,0,3,25,Credit-worthy
B00784,,0.1607,1.08473333,0.8065,4.26096667,4.46916667,3.8374,15.699,16.047,23.073,22.725,0.43933333,1.63843333,0.4119,0.17563333,14159571.99,Paid,682,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00785,,0.3182,0.99683333,0.48536667,2.52043333,2.6303,2.28086667,18.684,19.548,22.203,21.339,0.39036667,1.21896667,0.45306667,0.0063,27491095.39,Active,756,0,2,3,2,1,3,1,1,1,1,2,1,3,0,3,24,Not Credit-worthy
B00786,,,2.2682,1.6684,4.53343333,4.8684,4.5058,12.375,12.021,33.357,33.711,0.4652,0.5204,0.265,0.06076667,17270752.29,,723,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00787,,,0.5667,0.48446667,5.35163333,5.6812,4.96783333,15.828,15.711,23.085,23.202,0.10423333,0.4614,0.3316,0.0401,24178591.37,,544,0,2,3,3,2,3,1,1,1,1,2,0,3,0,0,22,Not Credit-worthy
B00788,,0.0132,1.6686,1.2434,5.2059,5.4458,4.92933333,15.138,14.871,26.931,27.198,0.91373333,1.25573333,0.43623333,0.26276667,17955382.56,Active,739,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00789,,0.3913,1.6177,1.05973333,2.99956667,3.11753333,2.97703333,15.291,9.207,31.623,37.707,1.65146667,0.60173333,0.50136667,0.03696667,230180496.9,Default,765,0,2,3,2,2,3,1,1,1,1,1,0,3,0,3,23,Not Credit-worthy
B00790,,0.2397,1.4931,0.76166667,5.4593,5.69356667,5.24373333,16.005,14.43,17.967,19.542,0.38383333,0.9453,0.45253333,0.03596667,27239755.18,Active,772,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00791,,0.9232,1.37943333,0.96106667,1.72476667,1.8031,2.44055,16.323,15.033,28.284,29.574,0.36506667,0.7067,0.4346,0.003,46201014.51,Paid,668,0,2,3,1,1,3,1,1,1,1,2,0,3,0,1,20,Not Credit-worthy
B00792,,2.4611,2.027,1.30063333,6.4515,6.85096667,6.14376667,17.088,20.184,18.933,15.837,1.126,0.55223333,0.32246667,0.135,20860140.51,Default,811,2,2,3,3,2,3,1,1,1,1,1,0,3,0,4,27,Credit-worthy
B00793,,,1.39536667,0.75813333,8.59363333,8.94386667,8.11466667,9.576,16.917,16.551,9.21,1.42673333,0.64713333,0.48946667,0.1532,203968233.8,,719,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00794,,,0.7726,0.49323333,1.30886667,1.37086667,1.25256667,14.769,19.152,24.264,19.881,0.22596667,2.95516667,0.42423333,0.26156667,244600071.1,Active,706,0,2,3,1,0,2,1,1,1,1,2,2,3,0,2,21,Not Credit-worthy
B00795,,0.6609,3.36463333,2.47943333,6.29376667,5.02473333,5.62553333,16.629,12.168,32.769,37.23,2.17416667,0.3332,0.33346667,0.02806667,1145675775,Active,629,0,1,2,3,2,3,1,1,1,1,0,0,3,0,1,19,Not Credit-worthy
B00796,,,1.87293333,0.9372,3.7161,3.91913333,5.1573,10.221,22.656,32.991,20.556,1.29286667,0.3743,0.34673333,0.0124,1523940.684,Paid,670,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00797,,0.9679,0.66996667,0.50896667,2.1005,2.17546667,1.94456667,11.952,20.223,26.361,18.09,0.187,1.48503333,0.56183333,0.28196667,24482630.16,Default,634,0,2,3,2,1,2,1,1,1,1,2,1,3,0,1,21,Not Credit-worthy
B00798,-4.9215,1.1395,2.0389,1.55016667,4.45166667,4.76973333,6.24865,9.138,16.902,16.941,9.177,0.30326667,0.4272,0.28016667,0.0313,16169789.13,Paid,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00798,-4.9637,1.1395,2.0389,1.55016667,4.45166667,4.76973333,6.24865,9.138,16.902,16.941,9.177,0.30326667,0.4272,0.28016667,0.0313,16169789.13,Paid,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00798,-4.9225,1.1395,2.0389,1.55016667,4.45166667,4.76973333,6.24865,9.138,16.902,16.941,9.177,0.30326667,0.4272,0.28016667,0.0313,16169789.13,Paid,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00798,-4.9632,1.1395,2.0389,1.55016667,4.45166667,4.76973333,6.24865,9.138,16.902,16.941,9.177,0.30326667,0.4272,0.28016667,0.0313,16169789.13,Paid,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00798,-4.906,1.1395,2.0389,1.55016667,4.45166667,4.76973333,6.24865,9.138,16.902,16.941,9.177,0.30326667,0.4272,0.28016667,0.0313,16169789.13,Paid,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00798,-4.9332,1.1395,2.0389,1.55016667,4.45166667,4.76973333,6.24865,9.138,16.902,16.941,9.177,0.30326667,0.4272,0.28016667,0.0313,16169789.13,Paid,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00799,,,0.76613333,0.33366667,7.9476,8.26103333,7.35293333,16.05,14.505,20.061,21.606,0.56516667,1.49063333,0.51603333,0.0679,26434518.42,,697,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00800,,,1.38773333,0.84876667,7.31016667,7.677,7.30083333,17.118,11.781,25.374,30.711,0.3859,6.7146,0.39796667,0.87966667,3734541.352,,638,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00801,,1.7576,2.37986667,1.73283333,3.33233333,3.5562,4.6621,19.014,15.882,21.903,25.035,0.85853333,0.3173,0.2758,0.05575,75826386.57,Active,624,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00802,,1.0201,1.6944,0.93296667,3.89506667,4.14966667,3.2904,14.25,15.846,28.764,27.168,0.50926667,0.6287,0.32773333,0.14256667,55273665.98,Active,682,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00803,,1.4593,2.1434,1.23603333,7.1395,7.44033333,6.7335,16.419,17.628,30.96,29.751,0.97126667,0.43876667,0.4789,0.03656667,23060986.58,Paid,655,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00804,,0.9448,1.11883333,0.72956667,1.5487,1.62676667,1.52186667,13.503,13.47,23.754,23.787,0.61406667,0.7396,0.39763333,0.03546667,828618118.1,Active,578,0,2,3,1,1,2,1,1,1,1,2,0,3,0,0,18,Not Credit-worthy
B00805,,,1.76803333,1.2751,4.9808,5.2683,4.60916667,18.594,7.335,26.196,37.455,0.2819,0.5155,0.34396667,0.08443333,53747559.33,,730,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00806,,1.5234,2.07323333,1.7254,4.67313333,4.88006667,4.40586667,17.76,17.544,28.734,28.95,1.70203333,0.7035,0.44443333,0.061,53643592.56,Active,597,1,2,3,3,2,3,1,1,1,1,1,0,3,0,1,23,Not Credit-worthy
B00807,,,2.61103333,1.37073333,8.15143333,8.71133333,7.36136667,16.518,14.199,19.467,21.786,1.4913,0.5379,0.28736667,0.01693333,36962180.85,,682,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00808,,,2.10176667,1.317,5.44656667,4.21046667,4.80996667,12.228,17.556,18.645,13.317,0.94283333,0.51083333,0.35383333,0.1182,35024432.8,,688,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00809,,0.6391,1.24746667,1.05683333,2.6766,2.7898,2.41383333,10.788,17.688,25.128,18.228,0.3341,1.74493333,0.47516667,0.03763333,116666980.9,Paid,701,0,2,3,2,1,3,1,1,1,1,2,1,3,0,2,23,Not Credit-worthy
B00810,,,1.4321,1.17356667,4.20433333,4.3756,4.05363333,10.971,17.328,19.992,13.635,0.78093333,0.9915,0.49753333,0.28336667,6458323.541,Active,786,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00811,,,1.472,0.873,11.62243333,12.02833333,11.27756667,13.38,13.686,25.614,25.308,0.5364,1.2766,0.57163333,0.24533333,26847456.38,,676,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00812,,,2.20943333,1.637,4.3551,4.6782,4.2851,15.447,18.297,28.722,25.872,0.5979,0.61676667,0.26726667,0.0654,44124221.21,,704,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00813,,,1.82206667,1.4996,5.72453333,3.46176667,5.64353333,15.702,21.555,36.255,30.402,0.488,0.57773333,0.25836667,0.00273333,20253060,Active,636,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00814,,,1.53686667,1.11403333,5.41783333,5.74706667,5.2885,8.667,15.318,7.68,1.029,0.4253,0.6901,0.33506667,0.05173333,215178430.2,,724,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00815,,2.0287,1.24556667,0.84333333,4.50753333,4.66396667,4.2517,13.578,12.066,29.145,30.657,0.46156667,1.5075,0.59283333,0.02616667,60198586.08,Active,671,2,2,3,3,2,3,1,1,1,1,2,1,3,0,2,27,Credit-worthy
B00816,,,0.7616,0.57293333,2.53846667,2.63763333,2.4129,9.555,6.861,19.596,22.29,0.22116667,1.83313333,0.5131,0.0181,16085620.41,Active,683,0,2,3,2,1,3,1,1,1,1,2,1,3,0,2,23,Not Credit-worthy
B00817,,1.3029,0.91973333,0.52443333,2.7859,2.9354,2.46356667,16.815,13.497,26.319,29.637,0.25816667,1.26416667,0.36236667,0.10053333,13119992.33,Active,753,1,2,3,2,1,3,1,1,1,1,2,1,3,0,3,25,Credit-worthy
B00818,-5.2254,1.4407,0.65933333,0.40783333,6.72366667,7.19606667,5.69263333,13.647,11.232,28.101,30.516,0.21373333,3.74913333,0.2882,0.4831,331597746.9,Active,670,1,2,3,3,2,3,1,1,1,1,2,2,3,0,2,27,Credit-worthy
B00818,-5.211,1.4407,0.65933333,0.40783333,6.72366667,7.19606667,5.69263333,13.647,11.232,28.101,30.516,0.21373333,3.74913333,0.2882,0.4831,331597746.9,Active,670,1,2,3,3,2,3,1,1,1,1,2,2,3,0,2,27,Credit-worthy
B00818,-5.2387,1.4407,0.65933333,0.40783333,6.72366667,7.19606667,5.69263333,13.647,11.232,28.101,30.516,0.21373333,3.74913333,0.2882,0.4831,331597746.9,Active,670,1,2,3,3,2,3,1,1,1,1,2,2,3,0,2,27,Credit-worthy
B00819,,,2.3572,1.48826667,9.6896,10.12946667,9.0216,13.149,20.121,22.464,15.492,0.98823333,0.33866667,0.43736667,0.03373333,29988340.21,,633,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00820,,,1.5311,1.06576667,4.99953333,5.32883333,4.702,14.112,16.65,26.712,24.174,0.95343333,3.83016667,0.30596667,0.1257,2372655.911,Active,689,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00821,,0.6952,1.96843333,1.6099,8.78383333,9.17013333,8.23496667,10.077,13.272,21.759,18.564,0.7467,0.5345,0.4547,0.0522,94806134.64,Active,620,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00822,,1.5582,2.05516667,1.1405,3.92843333,4.2133,5.89295,13.794,11.928,13.662,15.528,0.51693333,0.45615,0.2825,0,26726229.6,Active,784,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00823,,1.3991,0.8509,0.5971,4.76186667,4.92743333,4.58633333,10.392,17.784,23.823,16.431,0.23453333,1.54153333,0.58113333,0.12816667,41759469.81,Active,684,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00824,-4.7435,,0.88953333,0.60376667,2.81773333,2.91063333,2.76086667,11.577,24.327,23.637,10.887,0.66623333,1.07003333,0.60463333,0.0947,48526041.72,Active,786,0,2,3,2,1,3,1,1,1,1,2,1,3,0,3,24,Not Credit-worthy
B00824,-4.7733,,0.88953333,0.60376667,2.81773333,2.91063333,2.76086667,11.577,24.327,23.637,10.887,0.66623333,1.07003333,0.60463333,0.0947,48526041.72,Active,786,0,2,3,2,1,3,1,1,1,1,2,1,3,0,3,24,Not Credit-worthy
B00825,,,3.28006667,1.5829,4.331,4.5754,3.8795,10.986,14.178,14.331,11.139,0.79936667,0.3559,0.3546,0.1081,6035209.102,,762,0,1,3,3,2,3,1,1,1,1,2,0,3,0,3,24,Not Credit-worthy
B00826,,,1.6904,1.29583333,6.04813333,6.48576667,5.29533333,13.728,15.846,17.658,15.54,0.25833333,2.0192,0.2767,0.88756667,12311413.49,,721,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00827,,1.0207,2.2265,1.59,4.32936667,2.2774,3.88806667,15.132,15.234,14.862,14.76,0.90033333,0.57523333,0.33076667,0.1028,9365450.372,Active,636,1,2,3,3,1,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00828,,0.8917,1.54826667,1.1214,1.54276667,1.63526667,2.0397,14.604,12.408,40.335,42.531,0.26913333,0.77705,0.34603333,0.10165,54820323.25,Active,761,0,2,3,1,1,3,1,1,1,1,2,0,3,0,3,22,Not Credit-worthy
B00829,-5.1389,2.0035,1.37143333,1.00056667,5.32236667,5.59103333,6.89725,15.921,19.035,14.979,11.865,0.5613,0.49605,0.3898,0.0657,37089048.53,Active,626,2,2,3,3,2,3,1,1,1,1,2,0,3,0,1,25,Credit-worthy
B00829,-5.1443,2.0035,1.37143333,1.00056667,5.32236667,5.59103333,6.89725,15.921,19.035,14.979,11.865,0.5613,0.49605,0.3898,0.0657,37089048.53,Active,626,2,2,3,3,2,3,1,1,1,1,2,0,3,0,1,25,Credit-worthy
B00830,,,1.2554,0.61883333,4.90666667,5.06603333,4.90173333,9.3,15.51,37.092,30.882,0.8082,1.39693333,0.6127,0.09033333,207150841.3,Active,740,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00831,-5.1355,1.2284,1.87573333,1.22523333,5.2516,5.53083333,4.8081,15.447,13.143,20.715,23.019,1.164,0.68643333,0.3733,0.0413,13192748.07,Active,662,1,2,3,3,2,3,1,1,1,1,1,0,3,0,1,23,Not Credit-worthy
B00831,-5.1408,1.2284,1.87573333,1.22523333,5.2516,5.53083333,4.8081,15.447,13.143,20.715,23.019,1.164,0.68643333,0.3733,0.0413,13192748.07,Active,662,1,2,3,3,2,3,1,1,1,1,1,0,3,0,1,23,Not Credit-worthy
B00832,,,0.81213333,0.55433333,11.49813333,7.83066667,10.7152,11.355,14.403,23.373,20.325,0.3332,0.99,0.59363333,0.02625,150754652.1,,671,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00833,,2.6283,1.70453333,1.15363333,9.2855,9.82256667,8.4673,10.629,15.291,11.712,7.05,0.7069,0.64283333,0.34696667,0.11636667,290025929.2,Active,673,2,2,3,3,2,3,1,1,1,1,2,0,3,0,2,26,Credit-worthy
B00834,,1.0988,2.35443333,1.63243333,2.9681,3.16843333,4.28785,9.963,22.059,34.104,22.008,0.3126,0.21575,0.3044,0.0331,228424430.2,Active,664,1,2,3,2,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00835,,,0.78296667,0.42526667,4.4872,4.71863333,3.8836,14.37,21.78,16.164,8.754,0.1944,2.18116667,0.38653333,0.088,18982680.35,Active,663,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00836,,1.6727,2.19306667,1.4603,6.61256667,7.03766667,6.23676667,15.438,12.846,22.521,25.113,0.8489,0.4074,0.3033,0.11023333,14030802.6,Active,665,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00837,,,1.43826667,1.02826667,7.355,7.73316667,7.0473,15.729,21.534,34.434,28.629,0.40423333,0.68276667,0.39016667,0.0839,17516680.26,,745,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00838,,,0.61286667,0.3114,9.46616667,2.6362,9.1862,10.488,20.85,34.089,23.727,0.9743,9.65503333,0.59133333,2.06873333,37906888.63,,703,0,2,3,3,1,3,1,1,1,1,2,2,3,0,2,25,Credit-worthy
B00839,,1.0316,2.2909,1.40476667,5.1078,3.2538,4.7391,14.58,12.9,17.22,18.9,1.4746,0.48083333,0.454,0.04953333,17601273.95,Active,775,1,2,3,3,2,3,1,1,1,1,1,0,3,0,3,25,Credit-worthy
B00840,,1.0732,1.74503333,1.0513,5.18843333,5.58526667,4.78663333,13.242,14.274,31.119,30.087,0.68316667,0.93286667,0.28333333,0,51427249.8,Active,774,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00841,,0.5543,1.6456,1.09986667,5.3858,5.609,5.07806667,14.544,18.603,23.502,19.443,0.90826667,1.57333333,0.48263333,0.2928,4891462.28,Active,562,0,2,3,3,2,3,1,1,1,1,2,1,3,0,0,23,Not Credit-worthy
B00842,,1.0927,0.60426667,0.3451,4.0001,3.00273333,3.8292,12.78,17.706,26.055,21.129,0.36056667,1.61983333,0.49403333,0.19126667,33979630.24,Past due,689,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00843,-4.9486,0.9861,2.62116667,2.036,4.26013333,4.5884,3.81176667,18.759,14.757,19.29,23.292,0.62146667,0.38633333,0.27486667,0.13593333,57515759.68,Active,688,0,2,2,3,2,3,1,1,1,1,2,0,3,0,2,23,Not Credit-worthy
B00844,,0.9344,2.13126667,1.11196667,4.96826667,5.24543333,4.92533333,10.317,17.106,9.087,2.298,0.70043333,0.64286667,0.3576,0.0678,73102318.13,Active,665,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00845,,,1.20893333,0.97763333,8.44913333,4.79663333,7.71133333,10.212,12.111,24.765,22.866,0.3415,1.01583333,0.4893,0.1422,27269085.82,,742,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00846,,,1.79843333,0.9704,6.50583333,6.9134,6.32776667,14.73,15.669,16.692,15.753,0.28843333,15.7095,0.32676667,0.679,17689039.89,,720,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00847,,,1.31766667,0.9989,3.2516,2.5921,4.73665,15.036,17.772,31.863,29.127,0.2486,0.71195,0.3704,0.14265,4310401.528,Active,631,0,2,3,3,1,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00848,,1.5905,1.1241,0.96103333,1.67456667,0.57083333,2.268,13.863,9.939,26.754,30.678,0.4452,10.31245,0.35886667,0.83465,11738132.06,Active,694,1,2,3,1,0,3,1,1,1,1,2,2,3,0,2,23,Not Credit-worthy
B00849,-4.9275,,2.12193333,1.11696667,2.9713,3.2204,3.90635,17.214,14.061,31.32,34.473,0.55353333,0.3582,0.2485,0.023,25456460.09,Active,668,0,2,3,2,2,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00850,,1.1896,1.41163333,0.80173333,5.1192,5.4073,7.48285,12.354,17.646,23.946,18.654,0.2362,0.5627,0.3367,0.0779,20142045.87,Past due,712,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00851,,1.1937,1.33096667,0.95036667,3.99626667,4.18743333,3.82133333,11.943,17.868,34.131,28.206,0.44163333,1.14343333,0.40006667,0.22816667,246660187.5,Paid,660,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00852,,,1.75133333,1.07036667,6.20346667,6.51313333,5.54166667,12.966,12.144,23.118,23.94,0.4584,0.8342,0.4095,0.2616,42988797.82,Active,644,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00853,,,0.7341,0.384,13.3061,13.7462,12.8852,13.746,17.82,27.012,22.938,0.48333333,1.35225,0.60563333,0.0088,73558990.39,,742,0,2,3,3,2,3,1,1,1,1,2,1,3,0,3,26,Credit-worthy
B00854,,,0.65416667,0.49206667,9.09066667,9.49226667,8.7248,11.271,9.765,18.348,19.854,0.77946667,5.0682,0.447,0.69556667,23792167.84,,603,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00855,,0.3934,0.61933333,0.31706667,2.4918,2.57266667,7.5026,15.921,11.898,27.096,31.119,0.4918,0.4928,0.59936667,0.0913,58375187.87,Active,774,0,2,3,2,1,3,1,1,1,1,2,0,3,0,3,23,Not Credit-worthy
B00856,,1.4642,0.99873333,0.7881,6.36206667,6.76553333,5.5295,14.022,13.785,14.358,14.595,0.25396667,2.75753333,0.3153,0.1592,80215786.99,Active,682,1,2,3,3,2,3,1,1,1,1,2,2,3,0,2,27,Credit-worthy
B00857,-4.7424,1.169,1.1824,0.7535,5.0952,5.2677,5.02083333,17.388,14.418,24.534,27.504,0.36463333,1.9161,0.59416667,0.1622,950611917.5,Active,667,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00858,,1.2134,0.8002,0.6517,5.6772,4.7989,5.43876667,13.116,14.136,16.785,15.765,0.47926667,2.24686667,0.58906667,0.2932,21645290.31,Paid,656,1,2,3,3,2,3,1,1,1,1,2,2,3,0,1,26,Credit-worthy
B00859,,1.355,1.0016,0.53786667,5.6423,6.00646667,8.07465,16.893,14.451,23.454,25.896,0.8131,0.55795,0.30356667,0.0832,51108854.66,Paid,680,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00860,,1.5805,1.74126667,1.3282,5.7554,5.99556667,5.49753333,8.955,15.669,28.236,21.522,0.4608,0.66026667,0.48363333,0.03213333,703795197.8,Active,693,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00861,-5.2401,1.2205,1.85186667,1.11473333,5.20406667,5.56393333,5.0428,13.188,15.543,21.132,18.777,1.13503333,0.70113333,0.30306667,0.06866667,7377043.319,Active,700,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00861,-5.2511,1.2205,1.85186667,1.11473333,5.20406667,5.56393333,5.0428,13.188,15.543,21.132,18.777,1.13503333,0.70113333,0.30306667,0.06866667,7377043.319,Active,700,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00861,-5.2198,1.2205,1.85186667,1.11473333,5.20406667,5.56393333,5.0428,13.188,15.543,21.132,18.777,1.13503333,0.70113333,0.30306667,0.06866667,7377043.319,Active,700,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00862,-4.96,1.5037,2.6992,1.57133333,6.51536667,6.96093333,5.98223333,11.541,22.107,25.677,15.111,2.19973333,0.39013333,0.29456667,0.0788,8129909.945,Active,743,1,2,3,3,2,3,1,1,1,1,0,0,3,0,3,24,Not Credit-worthy
B00862,-4.9475,1.5037,2.6992,1.57133333,6.51536667,6.96093333,5.98223333,11.541,22.107,25.677,15.111,2.19973333,0.39013333,0.29456667,0.0788,8129909.945,Active,743,1,2,3,3,2,3,1,1,1,1,0,0,3,0,3,24,Not Credit-worthy
B00862,-4.9146,1.5037,2.6992,1.57133333,6.51536667,6.96093333,5.98223333,11.541,22.107,25.677,15.111,2.19973333,0.39013333,0.29456667,0.0788,8129909.945,Active,743,1,2,3,3,2,3,1,1,1,1,0,0,3,0,3,24,Not Credit-worthy
B00863,,1.4148,0.89503333,0.52606667,1.58176667,1.66336667,1.51883333,11.838,18.09,22.551,16.299,1.28486667,2.2484,0.38633333,0.04576667,52012445.6,Paid,681,1,2,3,1,1,2,1,1,1,1,1,2,3,0,2,22,Not Credit-worthy
B00864,,,3.09756667,2.3155,4.05933333,4.34283333,3.7761,17.175,17.913,29.373,28.635,2.54613333,0.37686667,0.2888,0.01036667,208595765.7,Active,601,0,1,2,3,2,3,1,1,1,1,0,0,3,0,1,19,Not Credit-worthy
B00865,,2.2209,2.04476667,1.26136667,7.78466667,8.23236667,7.01993333,11.142,11.046,34.407,34.503,0.5824,0.44313333,0.35103333,0.00253333,21304168.26,Active,654,2,2,3,3,2,3,1,1,1,1,2,0,3,0,1,25,Credit-worthy
B00866,,0.6277,1.7804,1.22556667,5.12423333,5.4646,4.5758,14.073,10.158,36.726,40.641,0.81813333,0.7953,0.29836667,0.22826667,20886850.35,Active,766,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
